TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
TKNO4;55,01;4,44;7,43;0,81;0,60;26,33;15,14;10,97;5,38;5,34;-0,82;-0,12;0,82;1,55;-1,52;2,74;10,94;8,03;10,39;0,73;0,27;0,73;8,49;;8.045,13;67,66;7,40;0,07;185.362.444,72
TOTS3;37,51;0,69;69,02;8,02;3,99;70,54;15,98;11,57;49,97;47,95;-1,91;-0,31;7,98;24,28;-9,25;1,41;11,62;5,78;11,08;0,50;0,50;0,50;6,34;8,63;132.287.380,59;4,68;0,54;3,26;21.642.848.628,45
TOYB3;2,29;;-43,94;-4,97;4,03;24,06;-10,70;-10,96;-45,00;-47,62;-0,63;;4,81;-5,93;-11,89;0,49;-11,31;-9,18;11,93;-0,81;1,81;0,84;-33,11;;;-0,46;-0,05;0,47;71.890.222,22
TOYB4;2,50;;-47,96;-5,43;4,40;24,06;-10,70;-10,96;-49,12;-47,62;-0,63;;5,26;-6,47;-12,98;0,49;-11,31;-9,18;11,93;-0,81;1,81;0,84;-33,11;;;-0,46;-0,05;0,52;71.890.222,22
TPIS3;3,34;1,23;3,79;0,69;0,18;4,88;20,06;16,19;3,06;12,00;8,95;2,03;0,61;-0,89;-0,19;0,23;18,30;4,72;6,17;0,26;0,74;0,29;-16,95;6,45;13.677.072,33;4,82;0,88;-0,02;591.360.000,00
TRIS3;9,44;2,56;10,12;1,47;0,81;35,69;23,01;19,14;8,41;8,80;0,40;0,07;1,94;1,53;-3,17;3,50;14,56;8,03;11,03;0,55;0,42;0,42;18,29;49,27;10.769.438,81;6,41;0,93;0,50;1.769.134.260,24
TRPL3;31,93;10,85;5,92;1,58;0,79;70,21;118,10;89,26;4,48;4,85;0,91;0,32;5,29;9,00;-0,96;2,02;26,69;13,40;19,90;0,50;0,48;0,15;23,49;45,59;116.609,11;20,20;5,39;0,06;18.402.606.134,28
TRPL4;24,98;13,87;4,63;1,24;0,62;70,21;118,10;89,26;3,50;4,85;0,91;0,32;4,14;7,04;-0,75;2,02;26,69;13,40;19,90;0,50;0,48;0,15;23,49;45,59;35.213.705,48;20,20;5,39;0,05;18.402.606.134,28
TUPY3;22,98;;28,46;1,26;0,51;15,55;5,65;2,47;12,45;15,90;3,39;0,34;0,70;1,58;-1,15;2,40;4,44;1,80;4,78;0,40;0,60;0,73;4,44;;31.691.239,70;18,18;0,81;-0,02;3.337.709.125,00
TXRX3;31,00;;-9,75;-0,42;0,66;34,03;14,19;-13,83;9,51;22,44;17,32;;1,35;-0,49;-1,10;0,23;-4,34;-6,81;-19,40;-1,57;2,57;0,49;1,83;;20.249,15;-73,23;-3,18;0,02;71.135.518,06
TXRX4;9,27;;-2,92;-0,13;0,20;34,03;14,19;-13,83;2,84;22,44;17,32;;0,40;-0,15;-0,33;0,23;-4,34;-6,81;-19,40;-1,57;2,57;0,49;1,83;;110.907,23;-73,23;-3,18;0,01;71.135.518,06
UCAS3;5,05;7,84;17,87;2,09;1,31;38,71;14,51;11,29;13,90;11,12;-2,70;-0,41;2,02;4,69;-3,02;1,96;11,69;7,31;9,30;0,62;0,38;0,65;-7,54;2,51;721.266,85;2,42;0,28;0,71;331.753.547,28
UGPA3;18,90;2,33;24,37;2,20;0,56;7,06;2,23;1,03;11,29;18,17;6,92;1,35;0,25;2,29;-1,11;2,00;9,02;2,31;4,39;0,26;0,73;2,24;1,43;-9,32;125.972.495,56;8,59;0,78;0,13;20.974.591.805,31
UNIP3;91,12;4,73;11,67;4,15;1,78;40,21;27,88;16,82;7,04;6,70;-0,40;-0,24;1,96;8,37;-3,23;1,89;35,55;15,23;33,10;0,43;0,57;0,91;35,12;33,34;10.011.325,89;21,96;7,81;0,00;8.739.725.100,26
UNIP5;100,00;4,74;12,81;4,55;1,95;40,21;27,88;16,82;7,73;6,70;-0,40;-0,24;2,15;9,19;-3,55;1,89;35,55;15,23;33,10;0,43;0,57;0,91;35,12;33,34;110.471,52;21,96;7,81;0,00;8.739.725.100,26
UNIP6;92,20;5,15;11,81;4,20;1,80;40,21;27,88;16,82;7,13;6,70;-0,40;-0,24;1,99;8,47;-3,27;1,89;35,55;15,23;33,10;0,43;0,57;0,91;35,12;33,34;55.323.822,78;21,96;7,81;0,00;8.739.725.100,26
USIM3;19,86;0,63;11,96;1,58;0,78;26,92;24,81;10,76;5,18;5,49;0,35;0,11;1,29;2,71;-1,37;3,03;13,20;6,53;14,50;0,49;0,43;0,61;9,57;;7.695.894,67;12,58;1,66;-0,02;24.832.253.338,36
USIM5;19,50;0,70;11,74;1,55;0,77;26,92;24,81;10,76;5,09;5,49;0,35;0,11;1,26;2,67;-1,34;3,03;13,20;6,53;14,50;0,49;0,43;0,61;9,57;;313.947.778,41;12,58;1,66;-0,02;24.832.253.338,36
USIM6;21,00;0,65;12,64;1,67;0,83;26,92;24,81;10,76;5,48;5,49;0,35;0,11;1,36;2,87;-1,45;3,03;13,20;6,53;14,50;0,49;0,43;0,61;9,57;;6.543,57;12,58;1,66;-0,02;24.832.253.338,36
VALE3;113,81;7,78;10,68;2,90;1,21;57,52;34,21;22,83;7,13;7,19;0,06;0,03;2,44;9,30;-1,65;1,96;27,13;11,36;24,34;0,42;0,59;0,50;21,72;;2.673.919.021,74;39,26;10,65;0,00;604.015.467.582,60
VAMO3;63,57;;67,10;10,14;3,07;33,99;24,23;12,42;34,40;38,46;3,89;1,15;8,33;20,09;-4,47;1,95;15,11;4,58;8,38;0,30;0,70;0,37;;;34.241.045,00;6,27;0,95;1,43;14.580.184.850,10
VIVA3;31,12;0,51;55,87;6,25;3,70;68,28;17,58;12,42;39,48;38,63;-0,64;-0,10;6,94;8,14;-9,41;3,99;11,19;6,62;11,43;0,59;0,41;0,53;;;40.218.484,11;4,98;0,56;-1,06;7.348.112.593,59
VIVR3;4,27;;-2,67;-2,00;1,48;-13,43;-234,87;-292,48;-3,32;-4,68;-1,36;;7,81;-1,87;-2,27;0,30;-75,04;-55,53;1.154,35;-0,74;1,74;0,19;-17,04;;105.088.490,81;-2,13;-1,60;0,13;470.762.341,14
VIVT3;41,55;7,69;15,41;1,00;0,63;46,41;14,76;10,57;11,03;11,95;0,93;0,08;1,63;51,50;-0,79;1,07;6,51;4,10;6,34;0,63;0,37;0,39;1,37;6,88;96.620.281,11;41,41;2,70;-2,93;70.361.882.646,03
VIVT4;45,34;0,88;16,82;1,10;0,69;46,41;14,76;10,57;12,03;11,95;0,93;0,08;1,78;56,20;-0,86;1,07;6,51;4,10;6,34;0,63;0,37;0,39;1,37;6,88;111.231.163,93;41,41;2,70;-3,20;70.361.882.646,03
VLID3;9,49;;-3,72;0,64;0,25;18,00;-6,19;-10,66;-6,40;-13,32;-6,93;0,70;0,40;2,20;-0,47;1,31;-17,34;-6,61;-4,63;0,38;0,60;0,62;3,44;;8.102.115,33;14,72;-2,55;0,01;778.847.972,63
VSPT3;4,99;;-3,46;0,14;0,08;11,72;2,10;-7,12;11,76;7,63;-4,14;-0,05;0,25;-1,29;-0,09;0,57;-3,96;-2,28;0,86;0,58;0,42;0,32;10,22;;;36,41;-1,44;-0,05;679.850.653,84
VSPT4;0,00;;0,00;0,00;0,00;11,72;2,10;-7,12;0,00;7,63;-4,14;-0,05;0,00;0,00;0,00;0,57;-3,96;-2,28;0,86;0,58;0,42;0,32;10,22;;;36,41;-1,44;0,00;679.850.653,84
VULC3;10,46;;68,97;2,25;1,51;30,12;4,18;2,98;49,10;51,72;2,81;0,13;2,05;3,34;-4,28;3,31;3,26;2,19;3,33;0,67;0,33;0,73;4,07;;8.230.067,30;4,65;0,15;-0,98;2.570.611.379,16
VVAR3;14,80;;20,19;3,84;0,71;32,84;5,38;3,89;14,58;19,27;4,77;1,26;0,79;117,03;-1,70;1,01;19,00;3,51;9,22;0,18;0,82;0,90;8,45;135,03;608.785.515,89;3,86;0,73;-0,11;23.704.734.858,84
WEGE3;34,86;0,89;54,90;12,22;6,91;31,65;16,94;14,15;45,86;45,08;-0,67;-0,18;7,77;21,29;-18,76;2,06;22,25;12,59;19,68;0,57;0,42;0,89;12,35;15,50;257.352.141,11;2,85;0,64;1,05;147.493.754.449,72
WEST3;9,47;;-429,28;2,58;1,96;45,06;-8,73;-0,89;-43,68;-28,55;15,26;-0,90;3,81;2,96;-12,71;4,62;-0,60;-0,46;-11,61;0,76;0,24;0,51;;;4.709.948,70;3,67;-0,02;233,03;1.048.928.614,35
WHRL3;7,00;6,27;13,06;4,79;1,36;19,75;10,90;8,11;9,72;8,38;-1,81;-0,89;1,06;9,93;-6,50;1,21;36,65;10,45;30,04;0,29;0,71;1,29;-0,28;19,66;142.315,33;1,46;0,54;-0,28;11.031.513.965,12
WHRL4;8,08;5,97;15,07;5,52;1,57;19,75;10,90;8,11;11,21;8,38;-1,81;-0,89;1,22;11,46;-7,51;1,21;36,65;10,45;30,04;0,29;0,71;1,29;-0,28;19,66;196.005,30;1,46;0,54;-0,32;11.031.513.965,12
WIZS3;17,71;3,44;13,69;8,18;2,96;74,26;40,75;24,12;8,10;7,30;-0,75;-0,76;3,30;67,21;-4,87;1,13;59,77;21,62;64,53;0,36;0,62;0,90;17,16;14,87;73.543.563,48;2,16;1,29;-8,25;2.806.372.799,10
WLMM3;37,04;1,34;19,36;2,79;2,14;14,43;8,02;5,66;13,66;12,65;-1,11;-0,23;1,10;6,38;-4,12;3,34;14,40;11,07;13,76;0,77;0,23;1,96;14,81;69,04;26.870,21;13,28;1,91;0,60;1.358.721.101,80
WLMM4;37,54;1,45;19,63;2,83;2,17;14,43;8,02;5,66;13,85;12,65;-1,11;-0,23;1,11;6,47;-4,17;3,34;14,40;11,07;13,76;0,77;0,23;1,96;14,81;69,04;58.756,50;13,28;1,91;0,61;1.358.721.101,80
WSON33;66,50;7,16;28,14;1,99;0,86;52,66;24,63;8,99;10,26;14,85;4,58;0,89;2,53;12,07;-1,04;1,67;7,09;3,05;6,48;0,43;0,57;0,34;1,54;1,60;3.538.085,37;33,35;2,36;0,14;4.845.187.340,00
YDUQ3;30,99;1,52;-361,70;2,94;0,99;53,83;6,74;-0,66;35,41;46,77;11,67;0,97;2,39;5,17;-1,46;2,52;-0,81;-0,27;2,14;0,34;0,66;0,42;5,62;-25,93;91.273.313,48;10,54;-0,09;3,46;9.594.117.935,04
